,utterance,find_train,book_train,NONE
472,I would like to go to a theatre in town. How many are there and where are they?,0,0,1
473,"I don't care, anywhere in town is fine.",0,0,1
474,"Sure. What is the Address, phone number and postcode?",0,0,1
475,"No, thank you that is all.",0,0,1
476,I need to find a train.,1,0,0
477,I am wanting to go from Stevenage to Cambridge.,1,0,0
478,I want to leave on Friday and should arrive by 10:45,1,0,0
479,The departure time is all I need.,1,0,0
480,I'm looking for a train going to Ely please.,1,0,0
481,It will be for Thursday.,1,0,0
482,I just need to arrive by 14:15.,1,0,0
483,What's the travel time? Knowing that will help me select on a time.,1,0,0
484,When is the departure time for 10:07?,1,0,0
485,Not at this time. Thank you for your help!,0,0,1
486,"No, that's it. Thanks!",0,0,1
487,"Hi, can you suggest some tourist sites to visit in Cambridge?",1,0,0
488,"Yes, I'd love to visit a college. Is there a nice one in the city centre?",0,0,1
489,"What's the entrance fee, address, and phone number?",0,0,1
490,I am looking for a train that will leave after 14:00 and should depart from cambridge.,1,0,0
491,I will be going to Norwich this Thursday.,1,0,0
492,"That sounds perfect, that's all that I needed to know, thank you for your help!",0,0,1
493,I am trying to find a museum to go to while I am in Cambridge on holiday.,1,0,0
494,I have no particular area in mind. Which do you recommend and can I get the entrance fee and phone number please?,0,0,1
495,I'm departing cambridge . Can you find a train that leaves after 08:15?,1,0,0
496,I am trying to get to peterborough on Thursday please.,1,0,0
497,"Yes thank you, I would like to book for one ticket. I would also like the reference number please.",0,1,0
498,Yes can you get me the phone number and entrance fee of a museum? It can be located anywhere in Cambridge.,0,1,0
499,"I believe that is all, thank you",0,0,1
500,I am looking for a train arriving by 9:45 on Tuesday.,1,0,0
501,I am going from Cambridge to Leicester.,1,0,0
502,Maybe... how much does it cost?,1,0,0
503,"I'm sorry, we have that mixed up. I need to depart from leicester and go to cambridge. Do you have a train that arrives by 09:45 in cambridge?",1,0,0
504,Can you verify the cost for train TR6954 for me?,1,0,0
505,Yes I would like help with booking the train and I will also need to book a hotel.,0,1,0
506,Can you help me find a 5-star room somewhere that offers free parking and wifi?,0,0,1
507,"Yes, 4 stars would be fine.",0,0,1
508,Yes please. There are 5 of us total and we need 4 nights in a row. Thank you.,0,0,1
509,"I'd like to start my stay on Tuesday, please.",0,1,0
510,"Nope, that'll take care of everything, thanks!",0,0,1
511,Hi. Can you help me find a train?,1,0,0
512,"I want to leave on Sunday, please.",1,0,0
513,I'll be departing from cambridge and want to arrive by 19:30 on sunday. Could I also get the train ID as well?,1,0,0
514,kings lynn and I also looking for a restaurant in the south and expensive price range,1,0,0
515,arriving by 19:30 on sunday. I need the train's ID please. Leaving cambridge going to kings lynn,1,0,0
516,"I'd like something a little later in the day, please.",1,0,0
517,that sound just fine,1,0,0
518,please do. i would also like help finding an expensive restaurant.,1,0,0
519,I do not need train reservations. I need help finding a restaurant.,1,0,0
520,"South area, and food type doesn't matter. I need it for 3 people at 15:45 on the same day, if that time doesn't work 14:45 and i'd like a reference number.",0,0,1
521,Thank you for your help. That is all I need.,0,0,1
522,Can you help me find a train going to cambridge leaving on tuesday?,1,0,0
523,"I'll be departing Bishops Stortford. My departure time is flexible, but I need to arrive by 16:30.",1,0,0
524,Could you give me the price and train ID for that one please?,1,0,0
525,I'm looking for places to go in town centre. I'm interested in entertainment. Can you suggest a place to go?,0,0,1
526,"I was looking for entertainment, but if there is nothing how about a college?",0,0,1
527,I need a train for this Friday that leaves anytime after 2:15 that afternoon.,1,0,0
528,I would like to go to Stevenage please and depart from Cambridge.,1,0,0
529,I don't care about when it arrives.,1,0,0
530,"Not right now, but I was wondering if you could tell me about expensive restaurants in the center of town.",0,0,1
531,I don't care about the food type.,0,0,1
532,That sounds great. What is their price range?,0,0,1
533,"Let's go ahead and book that for 8 people at 10:30 on Friday, and I will need that reference number, please.",1,0,0
534,I'm looking for an indonesian restaurant that's moderate in price.,0,0,1
535,Are you sure? I thought there was one located in the centre of town.,0,0,1
536,Asian oriental food sounds good. What options do you have available?,0,0,1
537,I'm not really worried about price. Which do you suggest that is located in the centre?,0,0,1
538,I think I would like to be in the moderate price range please.,0,0,1
539,"Actually, can you give me the phone number for Yippee Noodle Bar instead?",0,0,1
540,I am also looking for a train. The train should arrive by 16:15 and should leave on Friday.,1,0,0
541,I want to go to norwich from cambridge.,1,0,0
542,Can you suggest one? I would like to arrive in Norwich about 4:15 PM.,1,0,0
543,"Yes, one ticket please.",0,1,0
544,When does the TR8314 leave?,0,1,0
545,Great! Thanks for all your help.,0,0,1
546,"No, that is all. Thanks, goodbye.",0,0,1
547,I need a train leaving Cambridge on Sunday.,1,0,0
548,Stansted Airport please.,1,0,0
549,Leave after 14:45. I need a booking for 7 people and the reference number.,0,1,0
550,i'm also looking for info about a restaurant.,0,0,1
551,I am specifically looking for a restaurant called fitzbillies restaurant. I am wanting to book a table for 10:15 for 7 people on Sunday.,0,1,0
552,"Thanks so much for your help, I think that will be all I need today.",0,0,1
553,"I am staying in the centre of cambridge, can you tell me about places to go there?",1,0,0
554,It doesn't matter but can I get their entrance fee.,0,0,1
555,"OK, that sounds great. I also need a train to get me to Cambridge.",1,0,0
556,I will be departing from Kings Lynn on Saturday.,1,0,0
557,I need to leave after 20:00.,1,0,0
558,Please book the one for 21:11 please.,0,1,0
559,That is all I needed. Thanks!,0,0,1
560,"Hi, I'm going to be visiting soon, and I am interested in trying a restaruant called Curry Prince. Could you give me more information about it?",0,0,1
561,No but I would like to make a booking for 5 people at 18:30 on sunday.,1,0,0
562,I am also looking for a train. It should should depart from London Kings Cross and should be on the same day.,1,0,0
563,"The train should go to cambridge and should arrive by 15:00,can you book it for me ?",1,0,0
564,No I just need to make sure I get there by 15:00. I will need the train ID and departure time please.,1,0,0
565,I just need the train's departure time and ID.,1,0,0
566,OKay perfect do you think you could book that for me please?,1,0,0
567,"I need a cheap place to stay, what would you recommend?",0,0,1
568,It doesn't matter. I need free parking and prefer a place with 4 stars.,0,0,1
569,"Yes, this will work for me. Please send me the address, postcode and reference number.",0,0,1
570,What type of hotel is this?,0,0,1
571,And what type of hotel is that?,0,0,1
572,I'd like some information on a train next.,1,0,0
573,"I will be departing from Kings Lynn, and traveling to Cambridge.",1,0,0
574,The train should arrive by 16:45 and should leave on wednesday.,1,0,0
575,"No, thanks! How long is the travel time?",1,0,0
576,No thank you. That is all I need today.,0,0,1
577,I'm looking for a train departing from cambridge going to birmingham new street.,1,0,0
578,I need to leave after 11:15 on Sunday.,1,0,0
579,Not yet. What time will that arrive in Birmingham?,1,0,0
580,Okay what is the price per ticket?,1,0,0
581,No tickets yet. But I do need info on a swimming pool in the north. I you could recommend one?,0,0,1
582,"Yes please. I'll also need the entrance fee, post code and address.",0,0,1
583,The outdoor pool please.,0,0,1
584,That's okay. That will be it. Thanks for all your help!,0,0,1
585,"No, that is all the help I need for today. Thanks again!",0,0,1
586,Hello. I need help finding a train on Friday.,1,0,0
587,"I'm departing from london kings cross and going to cambridge on Friday. I'm working, so I have to wait until after 11:45 to leave.",1,0,0
588,Yes please. Could you also give me the price?,1,0,0
589,Thank you that will work fine for me and my husband,0,0,1
590,Can you help me find a good hotel? I need one in the south.,0,0,1
591,"I need one with free wifi and parking, please.",0,0,1
592,"The hotel please, thanks.",0,0,1
593,"Yes, please. Thanks!",0,0,1
594,On second thought I just wanted to find a hotel in the south area. Thanks so much for your help!,0,0,1
595,Can you tell me more about the attraction called cambridge museum of technology?,1,0,0
596,What part of town is it in? Do you have the postcode?,0,0,1
597,Awesome. Now please find me a train from Cambridge to London Liverpool street,1,0,0
598,I leave on Monday.,1,0,0
599,I would like to leave after 14:00 on monday.,1,0,0
600,"No, I just need the information for right now. Thanks for all your assistance!",0,0,1
601,"That's all I need, thank you so much! Have a great day!",0,0,1
602,Can you help me find a train leaving on Wednesday?,1,0,0
603,I want to leave from Cambridge and arrive at London Liverpool Street.,1,0,0
604,I just need the travel time on that one,1,0,0
605,"Yes, I'm looking for colleges in the centre.",0,0,1
606,Yes. Is there an entrance fee?,0,0,1
607,Can I have the address and postcode? Thanks for your help!,0,0,1
608,"You have been very helpful. That is all I need, thanks. Bye.",0,0,1
609,"Yes, I am looking for information on train schedules for my upcoming trip.",1,0,0
610,I'm trying to go to cambridge.,1,0,0
611,I'll be departing from the stansted airport on monday.,1,0,0
612,"Doesn't matter, as long as I arrived by 12:45.",1,0,0
613,No. I do need to find a swimming pool in the west.,0,0,1
614,Is parkside pools on the west side?,0,0,1
615,That won't work then. I need one in the west.,0,0,1
616,How about a museum?,0,0,1
617,"Thanks for the information, that is all.",0,0,1
618,"No, that is all I need today. Thank you so much.",0,0,1
619,I'm looking for a hotel in Cambridge in the higher prices ranges and would like for it to include free parking.,1,0,0
620,I would like to be in the north part of the city please.,0,0,1
621,Do you have anything in the south?,0,0,1
622,Is this a hotel or a guesthouse?,0,0,1
623,Sounds great. Could I have the address?,0,0,1
624,Thank you. I am also looking for a train departing on Saturday from Bishops Stortford going to Cambridge.,1,0,0
625,I would like to arrive by 10:30.,1,0,0
626,That would be perfect. Please reserve 8 seats for me.,0,1,0
627,"No, that'll do it. Thanks!",0,0,1
628,I am looking for a Thursday departure for a train going to Cambridge.,1,0,0
